compound_names,smiles,isactive,,
"5-amino-1-(4-bromobenzyl)-N-(2,4-dimethoxyphenyl)-1H-1,2,3-triazole-4-carboxamide",COc1ccc(NC(=O)c2nnn(Cc3ccc(Br)cc3)c2N)c(OC)c1,0.170907475,4692,68.02%
"2-(4-chlorobenzyl)-5-(2-(2-ethylpiperidin-1-yl)-2-oxoethoxy)-3,4-dihydroisoquinolin-1(2H)-one",CCC1CCCCN1C(=O)COc1cccc2c1CCN(Cc1ccc(Cl)cc1)C2=O,0.170750069,4693,68.03%
N-(4-bromophenyl)-2-((1-phenyl-1H-imidazol-2-yl)thio)acetamide,O=C(CSc1nccn1-c1ccccc1)Nc1ccc(Br)cc1,0.170739171,4694,68.05%
"8-(ethylamino)-7-(4-methoxyphenethyl)-3-methyl-1H-purine-2,6(3H,7H)-dione",CCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCc1ccc(OC)cc1,0.170736254,4695,68.06%
"5,6-dimethyl-3-phenyl-N-(propan-2-yl)pyrazolo[1,5-a]pyrimidin-7-amine",Cc1nc2c(-c3ccccc3)cnn2c(NC(C)C)c1C,0.170664981,4696,68.08%
"5-amino-N-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-1-(2-methylbenzyl)-1H-1,2,3-triazole-4-carboxamide",Cc1ccccc1Cn1nnc(C(=O)Nc2ccc3c(c2)OCCO3)c1N,0.170256696,4697,68.09%
"1-(3,5-dimethylphenyl)-4-(pyrrolidin-1-yl)-1H-pyrazolo[3,4-d]pyrimidine",Cc1cc(C)cc(-n2ncc3c(N4CCCC4)ncnc32)c1,0.170140269,4698,68.11%
"4-((3-methylpiperidin-1-yl)sulfonyl)-N-(5-((methylthio)methyl)-1,3,4-oxadiazol-2-yl)benzamide",CSCc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCCC(C)C3)cc2)o1,0.170096245,4699,68.12%
"8-((4-benzylpiperidin-1-yl)sulfonyl)-5,6-dihydro-1H-pyrrolo[3,2,1-ij]quinolin-4(2H)-one",O=C1CCc2cc(S(=O)(=O)N3CCC(Cc4ccccc4)CC3)cc3c2N1CC3,0.170009572,4700,68.14%
N-(3-chloro-4-methylphenyl)-2-{[6-methyl-2-(pyrrolidin-1-yl)pyrimidin-4-yl]oxy}acetamide,Cc1cc(OCC(=O)Nc2ccc(C)c(Cl)c2)nc(N2CCCC2)n1,0.169872614,4701,68.15%
N-(3-(dimethylamino)propyl)-N-(4-methylbenzo[d]thiazol-2-yl)-3-phenylpropanamide hydrochloride,Cc1cccc2sc(N(CCCN(C)C)C(=O)CCc3ccccc3)nc12.Cl,0.169831774,4702,68.16%
"N-(sec-butyl)-6-(4-methoxyphenyl)-3-methylimidazo[2,1-b]thiazole-2-carboxamide",CCC(C)NC(=O)c1sc2nc(-c3ccc(OC)cc3)cn2c1C,0.169734477,4703,68.18%
5-(4-ethoxyphenyl)-3-hydroxy-4-(5-methylfuran-2-carbonyl)-1-(5-methylisoxazol-3-yl)-1H-pyrrol-2(5H)-one,CCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2cc(C)on2)cc1,0.169706651,4704,68.19%
1-(6-ethylbenzo[d]thiazol-2-yl)-4-(furan-2-carbonyl)-3-hydroxy-5-phenyl-1H-pyrrol-2(5H)-one,CCc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccccc3)sc2c1,0.169646607,4705,68.21%
"N'-[1-(4-chlorophenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl]-N,N-dimethylpropane-1,3-diamine",CN(C)CCCNc1ncnc2c1cnn2-c1ccc(Cl)cc1,0.1696235,4706,68.22%
"N-[4-(2,3-dihydro-1H-indol-1-ylsulfonyl)phenyl]butanamide",CCCC(=O)Nc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,0.16958924,4707,68.24%
"7-butyl-8-(4-(2-chlorobenzyl)piperazin-1-yl)-3-methyl-1H-purine-2,6(3H,7H)-dione",CCCCn1c(N2CCN(Cc3ccccc3Cl)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.169589043,4708,68.25%
"2-amino-1-[2-(2-fluorophenyl)ethyl]-N-(furan-2-ylmethyl)pyrrolo[3,2-b]quinoxaline-3-carboxamide",Nc1c(C(=O)NCc2ccco2)c2nc3ccccc3nc2n1CCc1ccccc1F,0.169393333,4709,68.27%
"N-(1-ethyl-2-oxo-2,3-dihydro-1H-indol-5-yl)-3,5-dimethoxybenzamide",CCN1C(=O)Cc2cc(NC(=O)c3cc(OC)cc(OC)c3)ccc21,0.169165738,4710,68.28%
"5-amino-1-(2-chlorobenzyl)-N-(3-methoxyphenyl)-1H-1,2,3-triazole-4-carboxamide",COc1cccc(NC(=O)c2nnn(Cc3ccccc3Cl)c2N)c1,0.169007098,4711,68.30%
"8-[4-[(3-Chlorophenyl)methyl]piperazin-1-yl]-7-(2-methoxyethyl)-3-methylpurine-2,6-dione",COCCn1c(N2CCN(Cc3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.168935022,4712,68.31%
N-[(4-methylphenyl)methyl]-2-oxo-2-[1-(2-oxo-2-piperidin-1-ylethyl)indol-3-yl]acetamide,Cc1ccc(CNC(=O)C(=O)c2cn(CC(=O)N3CCCCC3)c3ccccc23)cc1,0.168875921,4713,68.32%
"6-chloro-1-ethyl-4-oxo-N-(pyridin-2-yl)-1,4-dihydroquinoline-3-carboxamide",CCn1cc(C(=O)Nc2ccccn2)c(=O)c2cc(Cl)ccc21,0.168625099,4714,68.34%
"N-[4-(2,5-dimethylphenyl)-1,3-thiazol-2-yl]-4-methylbenzamide",Cc1ccc(C(=O)Nc2nc(-c3cc(C)ccc3C)cs2)cc1,0.168526415,4715,68.35%
"N-(5-ethyl-1,3,4-oxadiazol-2-yl)-4-(2-methylpiperidin-1-yl)sulfonylbenzamide",CCc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCCCC3C)cc2)o1,0.168477302,4716,68.37%
"4-butoxy-N-(4-phenyl-1,3-thiazol-2-yl)benzamide",CCCCOc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1,0.168467219,4717,68.38%
5-Methoxy-8-[(4-methylpiperazin-1-ium-1-yl)methyl]-4-oxo-2-phenylchromen-7-olate,COc1cc(O)c(CN2CCN(C)CC2)c2oc(-c3ccccc3)cc(=O)c12,0.168311037,4718,68.40%
"2-(3-Pyridylmethylthio)-5-(4-pyridyl)-1,3,4-oxadiazole",c1cncc(CSc2nnc(-c3ccncc3)o2)c1,0.168136712,4719,68.41%
2-oxo-2-[1-(2-oxo-2-piperidin-1-ylethyl)indol-3-yl]-N-(3-phenylpropyl)acetamide,O=C(NCCCc1ccccc1)C(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12,0.168112874,4720,68.43%
"2-amino-N-(3-ethoxypropyl)-1-isobutyl-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",CCOCCCNC(=O)c1c(N)n(CC(C)C)c2nc3ccccc3nc12,0.168059475,4721,68.44%
2-{[1-(4-methoxyphenyl)-1H-tetrazol-5-yl]sulfanyl}-N-[4-(propan-2-yl)phenyl]propanamide,COc1ccc(-n2nnnc2SC(C)C(=O)Nc2ccc(C(C)C)cc2)cc1,0.168048311,4722,68.45%
"5-amino-1-{2-[(4-ethoxyphenyl)amino]-2-oxoethyl}-N-(2-methylphenyl)-1H-1,2,3-triazole-4-carboxamide",CCOc1ccc(NC(=O)Cn2nnc(C(=O)Nc3ccccc3C)c2N)cc1,0.167884125,4723,68.47%
5-amino-1-[(3-chlorophenyl)methyl]-N-(4-propan-2-ylphenyl)triazole-4-carboxamide,CC(C)c1ccc(NC(=O)c2nnn(Cc3cccc(Cl)c3)c2N)cc1,0.167773047,4724,68.48%
4-(benzofuran-2-carbonyl)-5-(4-(tert-butyl)phenyl)-1-(2-(dimethylamino)ethyl)-3-hydroxy-1H-pyrrol-2(5H)-one,CN(C)CCN1C(=O)C(O)=C(C(=O)c2cc3ccccc3o2)C1c1ccc(C(C)(C)C)cc1,0.167734548,4725,68.50%
"2-amino-1-(4-fluorophenethyl)-N-(furan-2-ylmethyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",Nc1c(C(=O)NCc2ccco2)c2nc3ccccc3nc2n1CCc1ccc(F)cc1,0.167711114,4726,68.51%
"2-((3-Methylbenzyl)thio)-5-(pyridin-4-yl)-1,3,4-oxadiazole",Cc1cccc(CSc2nnc(-c3ccncc3)o2)c1,0.16767575,4727,68.53%
"2-((2-Fluorobenzyl)thio)-5-(pyridin-4-yl)-1,3,4-oxadiazole",Fc1ccccc1CSc1nnc(-c2ccncc2)o1,0.167634676,4728,68.54%
(Z)-2-(4-oxo-5-((5-phenylfuran-2-yl)methylene)-2-thioxothiazolidin-3-yl)-3-phenylpropanoic acid,O=C(O)C(Cc1ccccc1)N1C(=O)/C(=C/c2ccc(-c3ccccc3)o2)SC1=S,0.167602769,4729,68.56%
"N-(2-methoxyethyl)-2,5-dimethyl-3-(4-methylphenyl)pyrazolo[1,5-a]pyrimidin-7-amine",COCCNc1cc(C)nc2c(-c3ccc(C)cc3)c(C)nn12,0.167571018,4730,68.57%
(Z)-5-((E)-3-(furan-2-yl)allylidene)-2-thioxo-3-(p-tolyl)thiazolidin-4-one,Cc1ccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)cc1,0.167541,4731,68.59%
"N-[4-(4-tert-butylphenyl)-1,3-thiazol-2-yl]benzamide",CC(C)(C)c1ccc(-c2csc(NC(=O)c3ccccc3)n2)cc1,0.167489669,4732,68.60%
"Ethyl 6-{[4-(4-chlorophenyl)piperazin-1-yl]methyl}-2-oxo-4-phenyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(CN2CCN(c3ccc(Cl)cc3)CC2)NC(=O)NC1c1ccccc1,0.167389467,4733,68.61%
5-(4-(allyloxy)phenyl)-4-(furan-2-carbonyl)-3-hydroxy-1-(5-methylisoxazol-3-yl)-1H-pyrrol-2(5H)-one,C=CCOc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2cc(C)on2)cc1,0.167377616,4734,68.63%
2-(1H-indol-3-yl)-N-(2-(4-(4-methoxyphenyl)piperazin-1-yl)ethyl)-2-oxoacetamide,COc1ccc(N2CCN(CCNC(=O)C(=O)c3c[nH]c4ccccc34)CC2)cc1,0.167220993,4735,68.64%
"(Z)-2-(4-benzylidene-2,5-dioxoimidazolidin-1-yl)-N-(4-isopropylphenyl)acetamide",CC(C)c1ccc(NC(=O)CN2C(=O)N/C(=C\c3ccccc3)C2=O)cc1,0.167092338,4736,68.66%
"2-(1,3-Dioxoisoindolin-2-yl)ethyl 4-methylbenzoate",Cc1ccc(C(=O)OCCN2C(=O)c3ccccc3C2=O)cc1,0.167039279,4737,68.67%
"1-(3,4-dimethylphenyl)-N-(5-((2-hydroxyethyl)thio)-1,3,4-thiadiazol-2-yl)-5-oxopyrrolidine-3-carboxamide",Cc1ccc(N2CC(C(=O)Nc3nnc(SCCO)s3)CC2=O)cc1C,0.166974633,4738,68.69%
4-Aminoquinaldine,Cc1cc(N)c2ccccc2n1,0.166933091,4739,68.70%
"5-amino-1-(4-chlorobenzyl)-N-(4-methoxybenzyl)-1H-1,2,3-triazole-4-carboxamide",COc1ccc(CNC(=O)c2nnn(Cc3ccc(Cl)cc3)c2N)cc1,0.166917722,4740,68.72%
"2-(4-Bromophenyl)-5-pyridin-3-yl-1,3,4-oxadiazole",Brc1ccc(-c2nnc(-c3cccnc3)o2)cc1,0.166797799,4741,68.73%
"8-[4-[(4-Chlorophenyl)methyl]piperazin-1-yl]-7-(2-methoxyethyl)-3-methylpurine-2,6-dione",COCCn1c(N2CCN(Cc3ccc(Cl)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.166581145,4742,68.74%
1-(4-Aminophenyl)-3-(4-methoxyphenyl)urea,COc1ccc(NC(=O)Nc2ccc(N)cc2)cc1,0.166561072,4743,68.76%
"7-butyl-8-(4-(4-chlorobenzyl)piperazin-1-yl)-3-methyl-1H-purine-2,6(3H,7H)-dione",CCCCn1c(N2CCN(Cc3ccc(Cl)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.166488472,4744,68.77%
2-Methylquinolin-5-amine,Cc1ccc2c(N)cccc2n1,0.166428804,4745,68.79%
"2,5-Dimethyl-7-(4-(2-methylallyl)piperazin-1-yl)-3-(p-tolyl)pyrazolo[1,5-a]pyrimidine",C=C(C)CN1CCN(c2cc(C)nc3c(-c4ccc(C)cc4)c(C)nn23)CC1,0.166265404,4746,68.80%
"4-(4-benzylpiperazin-1-yl)-1-phenyl-1H-pyrazolo[3,4-d]pyrimidine",c1ccc(CN2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1,0.166198034,4747,68.82%
"8-(cyclohexylamino)-7-(2-hydroxyethyl)-3-methyl-3,7-dihydro-1H-purine-2,6-dione",Cn1c(=O)[nH]c(=O)c2c1nc(NC1CCCCC1)n2CCO,0.166121961,4748,68.83%
"5-amino-1-(4-chlorobenzyl)-N-(2-methoxyphenyl)-1H-1,2,3-triazole-4-carboxamide",COc1ccccc1NC(=O)c1nnn(Cc2ccc(Cl)cc2)c1N,0.166121801,4749,68.85%
"8-[(2-hydroxyethyl)amino]-1,3-dimethyl-7-(2-phenylethyl)-3,7-dihydro-1H-purine-2,6-dione",Cn1c(=O)c2c(nc(NCCO)n2CCc2ccccc2)n(C)c1=O,0.166120461,4750,68.86%
"N-[4-(4-propoxyphenyl)-1,3-thiazol-2-yl]benzamide",CCCOc1ccc(-c2csc(NC(=O)c3ccccc3)n2)cc1,0.166069069,4751,68.88%
3-(2-chlorophenyl)-5-methyl-N-(2-(4-phenylpiperazin-1-yl)ethyl)isoxazole-4-carboxamide,Cc1onc(-c2ccccc2Cl)c1C(=O)NCCN1CCN(c2ccccc2)CC1,0.165957582,4752,68.89%
"N-cyclohexyl-2,7-dimethyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-amine",Cc1nc(NC2CCCCC2)c2c3c(sc2n1)CC(C)CC3,0.165788048,4753,68.90%
"5-amino-1-benzyl-N-(3,5-dimethoxyphenyl)-1H-1,2,3-triazole-4-carboxamide",COc1cc(NC(=O)c2nnn(Cc3ccccc3)c2N)cc(OC)c1,0.165695533,4754,68.92%
"2-(4-chlorobenzyl)-5-(2-oxo-2-(pyrrolidin-1-yl)ethoxy)-3,4-dihydroisoquinolin-1(2H)-one",O=C(COc1cccc2c1CCN(Cc1ccc(Cl)cc1)C2=O)N1CCCC1,0.165635283,4755,68.93%
"N-butyl-1-(3,5-dimethylphenyl)-N-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",CCCCN(C)c1ncnc2c1cnn2-c1cc(C)cc(C)c1,0.165480328,4756,68.95%
"Ethyl 2-oxo-4-phenyl-6-[(4-phenylpiperazin-1-yl)methyl]-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(CN2CCN(c3ccccc3)CC2)NC(=O)NC1c1ccccc1,0.16523393,4757,68.96%
"2-[(2-Methylphenyl)methylthio]-5-pyridin-4-yl-1,3,4-oxadiazole",Cc1ccccc1CSc1nnc(-c2ccncc2)o1,0.165177238,4758,68.98%
"methyl 4-(5-amino-1-(2-chlorobenzyl)-1H-1,2,3-triazole-4-carboxamido)benzoate",COC(=O)c1ccc(NC(=O)c2nnn(Cc3ccccc3Cl)c2N)cc1,0.165111263,4759,68.99%
"5-amino-1-benzyl-N-(2,5-dimethoxyphenyl)-1H-1,2,3-triazole-4-carboxamide",COc1ccc(OC)c(NC(=O)c2nnn(Cc3ccccc3)c2N)c1,0.164893419,4760,69.01%
(Z)-4-methyl-2-(5-(1-methyl-2-oxoindolin-3-ylidene)-4-oxo-2-thioxothiazolidin-3-yl)pentanoic acid,CC(C)CC(C(=O)O)N1C(=O)/C(=C2/C(=O)N(C)c3ccccc32)SC1=S,0.164759646,4761,69.02%
"5-amino-1-benzyl-N-(2,3-dihydro-1,4-benzodioxin-6-yl)-1H-1,2,3-triazole-4-carboxamide",Nc1c(C(=O)Nc2ccc3c(c2)OCCO3)nnn1Cc1ccccc1,0.164734665,4762,69.03%
N-(4-(methylthio)benzo[d]thiazol-2-yl)benzamide,CSc1cccc2sc(NC(=O)c3ccccc3)nc12,0.164664858,4763,69.05%
5-oxo-N-((5-phenylisoxazol-3-yl)methyl)pyrrolidine-2-carboxamide,O=C1CCC(C(=O)NCc2cc(-c3ccccc3)on2)N1,0.164631694,4764,69.06%
CID 16618734,CCCCn1c(N2CCN(Cc3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.164616799,4765,69.08%
"N-(3,4-dimethoxyphenyl)-2-[1-(3-methoxyphenyl)tetrazol-5-yl]sulfanylacetamide",COc1cccc(-n2nnnc2SCC(=O)Nc2ccc(OC)c(OC)c2)c1,0.16457597,4766,69.09%
"4-(4-methylpiperidin-1-yl)sulfonyl-N-[5-(methylsulfanylmethyl)-1,3,4-oxadiazol-2-yl]benzamide",CSCc1nnc(NC(=O)c2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)o1,0.164272841,4767,69.11%
Tiadinil,Cc1ccc(NC(=O)c2snnc2C)cc1Cl,0.164177658,4768,69.12%
3-Methylhexan-2-amine hydrochloride,CCCC(C)C(C)N.Cl,0.164155107,4769,69.14%
"N-(5-(thiophen-2-yl)-1,3,4-oxadiazol-2-yl)-1H-indole-3-carboxamide",O=C(Nc1nnc(-c2cccs2)o1)c1c[nH]c2ccccc12,0.163995211,4770,69.15%
2-((4-Amino-5-nitro-6-(p-tolylamino)pyrimidin-2-yl)amino)ethanol,Cc1ccc(Nc2nc(NCCO)nc(N)c2[N+](=O)[O-])cc1,0.163847982,4771,69.16%
(Z)-2-(4-ethylbenzylidene)-6-(2-oxopropoxy)benzofuran-3(2H)-one,CCc1ccc(/C=C2\Oc3cc(OCC(C)=O)ccc3C2=O)cc1,0.16380855,4772,69.18%
"N-cyclopentyl-5-methyl-3-phenyl-2-(trifluoromethyl)pyrazolo[1,5-a]pyrimidin-7-amine",Cc1cc(NC2CCCC2)n2nc(C(F)(F)F)c(-c3ccccc3)c2n1,0.163698977,4773,69.19%
3-[4-[(Z)-3-amino-2-cyano-3-oxoprop-1-enyl]-3-(4-bromophenyl)pyrazol-1-yl]propanoic acid,N#C/C(=C/c1cn(CCC(=O)O)nc1-c1ccc(Br)cc1)C(N)=O,0.163668351,4774,69.21%
1-(4-Chlorobenzyl)-3-((5-oxo-1-phenylpyrrolidin-3-yl)methyl)urea,O=C(NCc1ccc(Cl)cc1)NCC1CC(=O)N(c2ccccc2)C1,0.163660591,4775,69.22%
"7-Hexyl-1,3-dimethyl-8-pyrrolidin-1-ylpurine-2,6-dione",CCCCCCn1c(N2CCCC2)nc2c1c(=O)n(C)c(=O)n2C,0.163485975,4776,69.24%
"N-{[5-(2,4-difluorophenyl)-1,2-oxazol-3-yl]methyl}cyclopentanecarboxamide",O=C(NCc1cc(-c2ccc(F)cc2F)on1)C1CCCC1,0.16326117,4777,69.25%
N-benzyl-2-oxo-2-[1-(2-oxo-2-piperidin-1-ylethyl)indol-3-yl]acetamide,O=C(NCc1ccccc1)C(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12,0.163143376,4778,69.27%
"7-(2-hydroxy-2-phenylethyl)-1,3-dimethyl-8-(methylamino)-1H-purine-2,6(3H,7H)-dione",CNc1nc2c(c(=O)n(C)c(=O)n2C)n1CC(O)c1ccccc1,0.163000821,4779,69.28%
"N'-[3-(2-methoxyphenyl)-2,5-dimethylpyrazolo[1,5-a]pyrimidin-7-yl]-N,N-dimethylethane-1,2-diamine",COc1ccccc1-c1c(C)nn2c(NCCN(C)C)cc(C)nc12,0.162760212,4780,69.30%
2-{[6-Methyl-2-(4-phenylpiperazin-1-YL)pyrimidin-4-YL]oxy}-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)COc2cc(C)nc(N3CCN(c4ccccc4)CC3)n2)cc1,0.162710978,4781,69.31%
4-methyl-N-(1-(3-(o-tolyl)-1H-pyrazole-5-carbonyl)piperidin-4-yl)cyclohexanecarboxamide,Cc1ccccc1-c1cc(C(=O)N2CCC(NC(=O)C3CCC(C)CC3)CC2)[nH]n1,0.162581824,4782,69.32%
(Z)-2-(5-(1-acetyl-2-oxoindolin-3-ylidene)-4-oxo-2-thioxothiazolidin-3-yl)hexanoic acid,CCCCC(C(=O)O)N1C(=O)/C(=C2/C(=O)N(C(C)=O)c3ccccc32)SC1=S,0.162482819,4783,69.34%
(3-(Azepan-1-ylsulfonyl)phenyl)(4-phenylpiperazin-1-yl)methanone,O=C(c1cccc(S(=O)(=O)N2CCCCCC2)c1)N1CCN(c2ccccc2)CC1,0.162444666,4784,69.35%
"8-(4-(4-fluorobenzyl)piperazin-1-yl)-7-hexyl-3-methyl-1H-purine-2,6(3H,7H)-dione",CCCCCCn1c(N2CCN(Cc3ccc(F)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,0.162439015,4785,69.37%
"5,6-dimethyl-N-(2-methylpropyl)-3-phenylpyrazolo[1,5-a]pyrimidin-7-amine",Cc1nc2c(-c3ccccc3)cnn2c(NCC(C)C)c1C,0.162428704,4786,69.38%
"N-(2,4-dimethoxyphenyl)-2-[3-(4-fluorophenyl)-2-oxo-1,4-diazaspiro[4.5]dec-3-en-1-yl]acetamide",COc1ccc(NC(=O)CN2C(=O)C(c3ccc(F)cc3)=NC23CCCCC3)c(OC)c1,0.16227796,4787,69.40%
N-(3-methylphenyl)-2-{[6-methyl-2-(4-phenylpiperazin-1-yl)pyrimidin-4-yl]oxy}acetamide,Cc1cccc(NC(=O)COc2cc(C)nc(N3CCN(c4ccccc4)CC3)n2)c1,0.16225898,4788,69.41%
4-hydroxy-N-(pyridin-3-ylmethyl)quinoline-3-carboxamide,O=C(NCc1cccnc1)c1cnc2ccccc2c1O,0.162131871,4789,69.43%
"Ethyl 6-(1,4'-bipiperidin-1'-ylmethyl)-2-oxo-4-phenyl-1,2,3,4-tetrahydropyrimidine-5-carboxylate",CCOC(=O)C1=C(CN2CCC(N3CCCCC3)CC2)NC(=O)NC1c1ccccc1,0.162021531,4790,69.44%
"5-amino-1-(3-chlorobenzyl)-N-(2-methoxy-5-methylphenyl)-1H-1,2,3-triazole-4-carboxamide",COc1ccc(C)cc1NC(=O)c1nnn(Cc2cccc(Cl)c2)c1N,0.161952207,4791,69.45%
"2-Methoxyethyl 4-(4-methoxyphenyl)-6-methyl-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate",COCCOC(=O)C1=C(C)NC(=S)NC1c1ccc(OC)cc1,0.161645361,4792,69.47%
N-(3-chloro-4-methylphenyl)-2-{[6-methyl-2-(4-methylpiperidin-1-yl)pyrimidin-4-yl]oxy}acetamide,Cc1cc(OCC(=O)Nc2ccc(C)c(Cl)c2)nc(N2CCC(C)CC2)n1,0.161585032,4793,69.48%
"7-[(2,4-Dichlorophenyl)methyl]-3-methyl-8-(4-propylpiperazinyl)-1,3,7-trihydro purine-2,6-dione",CCCN1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(Cl)cc2Cl)CC1,0.16128201,4794,69.50%
"8-((1-Acetyl-2-methylindolin-5-yl)sulfonyl)-3-ethyl-1,3,8-triazaspiro[4.5]decane-2,4-dione",CCN1C(=O)NC2(CCN(S(=O)(=O)c3ccc4c(c3)CC(C)N4C(C)=O)CC2)C1=O,0.161141505,4795,69.51%
"1-(4,5-dimethylthiazol-2-yl)-3-hydroxy-5-phenyl-4-(thiophene-2-carbonyl)-1H-pyrrol-2(5H)-one",Cc1nc(N2C(=O)C(O)=C(C(=O)c3cccs3)C2c2ccccc2)sc1C,0.161139781,4796,69.53%
"4-fluoro-N-[4-(4-fluorophenyl)-1,3-thiazol-2-yl]benzamide",O=C(Nc1nc(-c2ccc(F)cc2)cs1)c1ccc(F)cc1,0.161100789,4797,69.54%
"3-Bromo-N-{thieno[2,3-D]pyrimidin-4-YL}benzamide",O=C(Nc1ncnc2sccc12)c1cccc(Br)c1,0.161005866,4798,69.56%
(Z)-5-(2-methoxybenzylidene)-3-(3-oxo-3-(pyrrolidin-1-yl)propyl)-2-thioxothiazolidin-4-one,COc1ccccc1/C=C1\SC(=S)N(CCC(=O)N2CCCC2)C1=O,0.160822944,4799,69.57%
2-({[(Adamantan-1-yl)methyl]amino}methyl)-4-chlorophenol hydrochloride,Cl.Oc1ccc(Cl)cc1CNCC12CC3CC(CC(C3)C1)C2,0.160801006,4800,69.59%
"(2,3-dihydrobenzo[f][1,4]oxazepin-4(5H)-yl)(pyridin-2-yl)methanone",O=C(c1ccccn1)N1CCOc2ccccc2C1,0.160744233,4801,69.60%
"N-[4-(4-ethylphenyl)-1,3-thiazol-2-yl]-2-methylbenzamide",CCc1ccc(-c2csc(NC(=O)c3ccccc3C)n2)cc1,0.160583873,4802,69.61%
"1-benzyl-8-((3-methoxypropyl)amino)-3,7-dimethyl-1H-purine-2,6(3H,7H)-dione",COCCCNc1nc2c(c(=O)n(Cc3ccccc3)c(=O)n2C)n1C,0.16056383,4803,69.63%
3-hydroxy-1-(5-methylisoxazol-3-yl)-5-phenyl-4-(thiophene-2-carbonyl)-1H-pyrrol-2(5H)-one,Cc1cc(N2C(=O)C(O)=C(C(=O)c3cccs3)C2c2ccccc2)no1,0.16046547,4804,69.64%
"6-(1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)-N-(3-hydroxypropyl)hexanamide",O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NCCCO,0.160452479,4805,69.66%
"5-amino-N-(4-bromophenyl)-1-(3-chlorobenzyl)-1H-1,2,3-triazole-4-carboxamide",Nc1c(C(=O)Nc2ccc(Br)cc2)nnn1Cc1cccc(Cl)c1,0.160375479,4806,69.67%
"2-[(mesitylmethyl)thio]-6-propyl-5,6,7,8-tetrahydropyrido[4,3-d]pyrimidin-4(3H)-one",CCCN1CCc2nc(SCc3c(C)cc(C)cc3C)[nH]c(=O)c2C1,0.160277008,4807,69.69%
"N-(5-chloro-2-methylphenyl)-4-methyl-1,2,3-thiadiazole-5-carboxamide",Cc1ccc(Cl)cc1NC(=O)c1snnc1C,0.159881009,4808,69.70%
"1-allyl-2-amino-N-(4-methylbenzyl)-1H-pyrrolo[2,3-b]quinoxaline-3-carboxamide",C=CCn1c(N)c(C(=O)NCc2ccc(C)cc2)c2nc3ccccc3nc21,0.159851456,4809,69.72%
"1-Benzyl-8-(2-hydroxy-propylamino)-3,7-dimethyl-3,7-dihydro-purine-2,6-dione",CC(O)CNc1nc2c(c(=O)n(Cc3ccccc3)c(=O)n2C)n1C,0.159815757,4810,69.73%
2-{[1-(naphthalen-2-yl)-1H-tetrazol-5-yl]sulfanyl}-N-phenylacetamide,O=C(CSc1nnnn1-c1ccc2ccccc2c1)Nc1ccccc1,0.159672717,4811,69.74%
1-(9H-carbazol-9-yl)-3-(isopentylamino)propan-2-ol benzoate,CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21.O=C(O)c1ccccc1,0.159614522,4812,69.76%
N-(4-cyanophenyl)-2-{[6-methyl-2-(piperidin-1-yl)pyrimidin-4-yl]oxy}acetamide,Cc1cc(OCC(=O)Nc2ccc(C#N)cc2)nc(N2CCCCC2)n1,0.159417511,4813,69.77%
(Z)-5-(1-acetyl-2-oxoindolin-3-ylidene)-3-(4-acetylphenyl)-2-thioxothiazolidin-4-one,CC(=O)c1ccc(N2C(=O)/C(=C3/C(=O)N(C(C)=O)c4ccccc43)SC2=S)cc1,0.159097061,4814,69.79%
